X,Y,OBJECTID,Station_Name,Station_Id,Fuel_Type,facility_type,Access_Hours,Current_Status,Accessability,Access_Details,Restricted_Access,Payment_Methods,Date_Last_Confirmed,Date_Last_Update,Open_Date,Availability_Date,Zipcode_Route,Address,City,Zipcode,State,Country,Latitude,Longitude,Directions,Federal_Owner,Phone_Number,Ownership_Type,EV_Network_Id,EV_Network,EV_Level1_EVSE_Ports,EV_Level2_EVSE_Ports,EV_DC_Fast_Ports,Total_Level2_DCFC_Ports,EV_Other_EVSE_Ports,EV_Connector_Types,EV_Network_Link,EV_Pricing,EV_Renewable_Source,Geocode_Status
-122.04745599969,47.5548889999214,826,ISD411 ADMIN CENTER 2,173539,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:15:27+00,2021/01/27 00:00:00+00,,,5150 220th Ave SE,Issaquah,98029,WA,US,47.554889,-122.047456,,,888-758-4389,,USCPIL691011,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.343610999727,47.6169280001472,827,INSIGNIA 953 190 191N,173607,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:03:27+00,2021/01/27 00:00:00+00,,,583 Battery St,Seattle,98121,WA,US,47.616928,-122.343611,,,888-758-4389,,USCPIL127923,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.155870999741,47.627472000245,828,JLR BELLEVUE SHOP 01,173871,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:14:58+00,2021/01/27 00:00:00+00,,,13817 NE 20th St,Bellevue,98005,WA,US,47.627472,-122.155871,,,888-758-4389,,USCPIL641191,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.438885999859,47.1450870002698,829,PACIFIC LUTH U STATION 1,173916,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:18:05+00,2021/01/27 00:00:00+00,,,512 122nd St S,Tacoma,98447,WA,US,47.145087,-122.438886,,,888-758-4389,,USCPIL810901,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-117.538566000076,47.6303190001503,830,SIA ECO 2,173927,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:15:27+00,2021/01/27 00:00:00+00,,,W McFarlane Rd,Spokane,99224,WA,US,47.630319,-117.538566,,,888-758-4389,,USCPIL690931,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-117.538665999635,47.630409000243,831,SIA ECO 1,173928,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:15:27+00,2021/01/27 00:00:00+00,,,W McFarlane Rd,Spokane,99224,WA,US,47.630409,-117.538666,,,888-758-4389,,USCPIL690901,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.332937999954,47.5896519999577,832,T-MOBILE PARK ICHIRO,173975,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:17:52+00,2021/01/27 00:00:00+00,,,1518 1st Ave S,Seattle,98134,WA,US,47.589652,-122.332938,,,888-758-4389,,USCPIL800291,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.332999000053,47.589803000245,833,T-MOBILE PARK FELIX,173976,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:17:51+00,2021/01/27 00:00:00+00,,,1518 1st Ave S,Seattle,98134,WA,US,47.589803,-122.332999,,,888-758-4389,,USCPIL800281,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.332937000129,47.5897009997456,834,T-MOBILE PARK EDGAR,173977,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:17:51+00,2021/01/27 00:00:00+00,,,1518 1st Ave S,Seattle,98134,WA,US,47.589701,-122.332937,,,888-758-4389,,USCPIL800271,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.316904000092,48.4430899999154,835,SKAGITYMCA TWO,173994,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:15:45+00,2021/01/27 00:00:00+00,,,1901 Hoag Rd,Mount Vernon,98273,WA,US,48.44309,-122.316904,,,888-758-4389,,USCPIL711461,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.316510999732,48.4431250000631,836,SKAGITYMCA THREE,173995,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:15:45+00,2021/01/27 00:00:00+00,,,1901 Hoag Rd,Mount Vernon,98273,WA,US,48.443125,-122.316511,,,888-758-4389,,USCPIL711381,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.201034999901,47.616362999699,837,LINCOLN SQUARE LS NORTH DUAL 3,174037,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:18:53+00,2021/01/27 00:00:00+00,,,110 Bellevue Way NE,Bellevue,98004,WA,US,47.616363,-122.201035,,,888-758-4389,,USCPIL1754661,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.201111000069,47.6163719999384,838,LINCOLN SQUARE LS NORTH DUAL 2,174038,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:18:52+00,2021/01/27 00:00:00+00,,,110 Bellevue Way NE,Bellevue,98004,WA,US,47.616372,-122.201111,,,888-758-4389,,USCPIL1754651,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.201146000229,47.6164160001442,839,LINCOLN SQUARE LS NORTH DUAL 1,174039,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:18:52+00,2021/01/27 00:00:00+00,,,110 Bellevue Way NE,Bellevue,98004,WA,US,47.616416,-122.201146,,,888-758-4389,,USCPIL1754631,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.325799000356,47.6351149998422,840,188 BLAINE ATRIUM2,174040,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:17:46+00,2021/01/27 00:00:00+00,,,1818 Fairview Ave East,Seattle,98102,WA,US,47.635115,-122.325799,,,888-758-4389,,USCPIL798001,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.20130100004,47.6183310002291,841,BELLEVUE PLACE BELL PLACE #1,174041,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:18:56+00,2021/01/27 00:00:00+00,,,575 Bellevue Way NE,Bellevue,98004,WA,US,47.618331,-122.201301,,,888-758-4389,,USCPIL1758791,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.205529999801,47.6159229997676,842,BELLEVUE SQUARE BELL SQ WEST 5,174057,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:19:02+00,2021/01/27 00:00:00+00,,,600 100th Ave NE,Bellevue,98004,WA,US,47.615923,-122.20553,,,888-758-4389,,USCPIL1768301,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.205532000349,47.6161069999802,843,BELLEVUE SQUARE BELL SQ WEST #1,174084,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:19:04+00,2021/01/27 00:00:00+00,,,2088 Bellevue Square,Bellevue,98004,WA,US,47.616107,-122.205532,,,888-758-4389,,USCPIL1770581,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.212769999681,47.4447629998493,844,VALLEY MED CTR NE GARAGE #3,174123,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:19:24+00,2021/01/27 00:00:00+00,,,3917 Talbot Rd S,Renton,98055,WA,US,47.444763,-122.21277,,,888-758-4389,,USCPIL1785951,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.280660000311,47.1554499999183,845,PERMANENTE KP PUYALLUP #2,174229,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:20:15+00,2021/01/27 00:00:00+00,,,1007 39th Ave SE,Puyallup,98374,WA,US,47.15545,-122.28066,,,888-758-4389,,USCPIL1829381,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.280655000288,47.1553039999717,846,GROUPHEALTH PYP KP PUYALLUP #5,174230,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:20:15+00,2021/01/27 00:00:00+00,,,1007 39th Ave SE,Puyallup,98374,WA,US,47.155304,-122.280655,,,888-758-4389,,USCPIL1829141,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.280650000265,47.1555019997606,847,PERMANENTE KPP #1,174231,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:20:15+00,2021/01/27 00:00:00+00,,,1007 39th Ave SE,Puyallup,98374,WA,US,47.155502,-122.28065,,,888-758-4389,,USCPIL1829091,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.306898000316,47.3165509997094,848,CENTER PLAZA FEDERAL WAY 2,174306,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:18:57+00,2021/01/27 00:00:00+00,2022/09/09 00:00:00+00,,2016 S 320th St,Federal Way,98003,WA,US,47.316551,-122.306898,,,888-758-4389,,USCPIL1759581,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.306924000255,47.316475000021,849,CENTER PLAZA FEDERAL WAY 1,174307,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:18:42+00,2021/01/27 00:00:00+00,2022/09/09 00:00:00+00,,2016 S 320th St,Federal Way,98003,WA,US,47.316475,-122.306924,,,888-758-4389,,USCPIL1744321,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.334045000167,47.6168859998674,850,SCH CURE P2 #3,174447,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:21:46+00,2021/01/27 00:00:00+00,,,1920 Terry Ave,Seattle,98101,WA,US,47.616886,-122.334045,,,888-758-4389,,USCPIL1912211,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.333989999915,47.6169319997396,851,SCH CURE P2 #4,174448,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:21:46+00,2021/01/27 00:00:00+00,,,1920 Terry Ave,Seattle,98101,WA,US,47.616932,-122.33399,,,888-758-4389,,USCPIL1912201,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.45322000003,47.2488750002371,852,COMMUNITY HOUSE COMMUNITY #1,174563,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:23:09+00,2021/01/27 00:00:00+00,,,1314 South L St,Tacoma,98405,WA,US,47.248875,-122.45322,,,888-758-4389,,USCPIL1970031,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.453093999633,47.2488980002927,853,COMMUNITY HOUSE COMMUNITY #3,174564,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:23:08+00,2021/01/27 00:00:00+00,,,1314 S L St,Tacoma,98405,WA,US,47.248898,-122.453094,,,888-758-4389,,USCPIL1970011,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.191820999795,47.6186800000161,854,UDR CHARGER 1,174575,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:23:12+00,2021/01/27 00:00:00+00,,,958 111th Ave NE,Bellevue,98004,WA,US,47.61868,-122.191821,,,888-758-4389,,USCPIL1972221,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.191761000419,47.6186690001416,855,UDR CHARGER 3,174576,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:23:11+00,2021/01/27 00:00:00+00,,,958 111th Ave NE,Bellevue,98004,WA,US,47.618669,-122.191761,,,888-758-4389,,USCPIL1972211,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.481279999925,48.7275700001799,856,SEHOME HS SEHOME HIGH #2,174676,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:22:22+00,2021/01/27 00:00:00+00,,,2700 Bill McDonald Pkwy,Bellingham,98225,WA,US,48.72757,-122.48128,,,888-758-4389,,USCPIL1935261,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.300271999831,47.6639199999169,857,DUAL EV STATION 3,174772,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:05+00,2021/01/27 00:00:00+00,2023/04/22 00:00:00+00,,2520 NE University Village St,Seattle,98105,WA,US,47.66392,-122.300272,,,888-758-4389,,USCPIL2008771,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.30022400015,47.6639309999476,858,DUAL EV STATION 4,174773,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:05+00,2021/01/27 00:00:00+00,2023/04/22 00:00:00+00,,2520 NE University Village St,Seattle,98105,WA,US,47.663931,-122.300224,,,888-758-4389,,USCPIL2008761,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.300285000249,47.6639350001782,859,DUAL EV STATION 2,174774,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:05+00,2021/01/27 00:00:00+00,,,2520 NE University Village St,Seattle,98105,WA,US,47.663935,-122.300285,,,888-758-4389,,USCPIL2008691,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.300271999831,47.6639750000473,860,DUAL EV STATION 1,174775,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:05+00,2021/01/27 00:00:00+00,,,2520 NE University Village St,Seattle,98105,WA,US,47.663975,-122.300272,,,888-758-4389,,USCPIL2008681,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.913068000009,47.0289240001631,861,THURSTON COUNTY COURTHOUSE 2,174836,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:44+00,2021/01/27 00:00:00+00,2022/09/09 00:00:00+00,,County Courthouse,Olympia,98502,WA,US,47.028924,-122.913068,,,888-758-4389,,USCPIL2039951,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195467999948,47.6147560000886,862,CCB CCB 2,174874,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:47+00,2021/01/27 00:00:00+00,,,500 108th Ave NE,Bellevue,98004,WA,US,47.614756,-122.195468,,,888-758-4389,,USCPIL2042271,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.208367999668,47.9546650000193,863,EVERETT YMCA EVERETT YMCA #2,175031,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:02+00,2021/01/27 00:00:00+00,2023/01/25 00:00:00+00,,4730 Colby Ave,Everett,98203,WA,US,47.954665,-122.208368,,,888-758-4389,,USCPIL2005401,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.208344000277,47.9546790002764,864,EVERETT YMCA EVERETT YMCA #1,175032,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:02+00,2021/01/27 00:00:00+00,,,4730 Colby Ave,Everett,98203,WA,US,47.954679,-122.208344,,,888-758-4389,,USCPIL2005391,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.207117000413,47.9550319997044,865,EVERETT YMCA EVERETT YMCA #4,175033,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:24:02+00,2021/01/27 00:00:00+00,,,4730 Colby Ave,Everett,98203,WA,US,47.955032,-122.207117,,,888-758-4389,,USCPIL2005381,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.894786000285,47.0358549999905,866,CAPITAL GATEWAY STATION 4,175139,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:12+00,2021/01/27 00:00:00+00,,,505 14th Ave SE,Olympia,98501,WA,US,47.035855,-122.894786,,,888-758-4389,,USCPIL2099941,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.894737999706,47.0358579999581,867,CAPITAL GATEWAY STATION 3,175140,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:12+00,2021/01/27 00:00:00+00,,,505 14th Ave SE,Olympia,98501,WA,US,47.035858,-122.894738,,,888-758-4389,,USCPIL2099891,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.894632000299,47.0358669998598,868,CAPITAL GATEWAY STATION 1,175141,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:12+00,2021/01/27 00:00:00+00,,,505 14th Ave SE,Olympia,98501,WA,US,47.035867,-122.894632,,,888-758-4389,,USCPIL2099741,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.894691999675,47.0358650002899,869,CAPITAL GATEWAY STATION 2,175142,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:12+00,2021/01/27 00:00:00+00,,,505 14th Ave SE,Olympia,98501,WA,US,47.035865,-122.894692,,,888-758-4389,,USCPIL2099731,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.894900000087,47.0358460000868,870,CAPITAL GATEWAY STATION 8,175143,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:17+00,2021/01/27 00:00:00+00,,,505 14th Ave SE,Olympia,98501,WA,US,47.035846,-122.8949,,,888-758-4389,,USCPIL2102821,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.663319000064,45.6294379998709,871,CPU EC 1,175270,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:22:45+00,2021/01/27 00:00:00+00,,,1200 Fort Vancouver Way Southside Public Park,Vancouver,98663,WA,US,45.629438,-122.663319,,,888-758-4389,,USCPIL1953261,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.902433999695,47.0509299997265,872,PORT OF OLYMPIA WEST,175288,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:24+00,2021/01/27 00:00:00+00,2023/02/16 00:00:00+00,,700 Capitol Way N,Olympia,98501,WA,US,47.05093,-122.902434,,,888-758-4389,,USCPIL2110281,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.895034999807,47.0358409999355,873,CAPITAL GATEWAY STATION 6,175322,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:26:17+00,2021/01/27 00:00:00+00,,,505 14th Ave SE,Olympia,98501,WA,US,47.035841,-122.895035,,,888-758-4389,,USCPIL2102591,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.29412300027,47.8101530000089,874,HUDSON NRTHVIEW STATION 5,175656,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:27:39+00,2021/01/27 00:00:00+00,,,20800 44th Ave W,Lynnwood,98036,WA,US,47.810153,-122.294123,,,888-758-4389,,USCPIL2938051,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.294266000385,47.8101760001725,875,HUDSON NRTHVIEW STATION 2,175657,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:27:39+00,2021/01/27 00:00:00+00,,,20800 44th Ave W,Lynnwood,98036,WA,US,47.810176,-122.294266,,,888-758-4389,,USCPIL2938011,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.294145000011,47.8101250002944,876,HUDSON NRTHVIEW STATION 4,175658,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:27:39+00,2021/01/27 00:00:00+00,,,20800 44th Ave W,Lynnwood,98036,WA,US,47.810125,-122.294145,,,888-758-4389,,USCPIL2937981,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.187135999924,47.5997209997333,877,BELLEFIELD MADRONA 2,180340,ELEC,,24 hours daily,E,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:58:10+00,2021/01/27 00:00:00+00,,,1300 114th Ave SE,Bellevue,98004,WA,US,47.599721,-122.187136,,,888-758-4389,,USCPIL93651,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.338144000232,47.6200200000515,878,202 WESTLAKE P2 STATION 01,180343,ELEC,,24 hours daily,T,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:57:48+00,2021/01/27 00:00:00+00,2022/09/09 00:00:00+00,,200 Westlake Ave N,Seattle,98109,WA,US,47.62002,-122.338144,,,888-758-4389,,USCPIL86445,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.901165999824,47.0353249998077,879,MOTORPOOL VISITOR CTR 1,180637,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:05+00,2021/01/27 00:00:00+00,2023/05/11 00:00:00+00,,103 Sid Snyder Ave SW,Olympia,98501,WA,US,47.035325,-122.901166,,,888-758-4389,,USCPIL5351941,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.108765999865,47.9382259999159,880,KOZ WEAVER WEAVER RD MIDDL,180845,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:23+00,2021/01/27 00:00:00+00,,,1925 Weaver Rd,Snohomish,98290,WA,US,47.938226,-122.108766,,,888-758-4389,,USCPIL5360931,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.293929999926,47.4316300002685,881,CI&S COUNTRY INN #2,180915,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:27:13+00,2021/01/27 00:00:00+00,,,3100 S 192nd St,SeaTac,98188,WA,US,47.43163,-122.29393,,,888-758-4389,,USCPIL2326121,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-120.270737000254,46.4050060002248,882,CITY OF ZILLAH P&R SOUTH,180978,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:28:19+00,2021/01/27 00:00:00+00,,,113 1st Ave,Zillah,98953,WA,US,46.405006,-120.270737,,,888-758-4389,,USCPIL4126711,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.148538999799,47.5844829998943,883,"BELLEVUECOLLEGE BC SSC,U BLDG3",180988,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:30:00+00,2021/01/27 00:00:00+00,,,3000 Landerholm Cir SE,Bellevue,98007,WA,US,47.584483,-122.148539,,,888-758-4389,,USCPIL5385351,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.185139000132,47.6127040000699,884,KGIP BELL SOUTH STATION 5,181036,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:28:42+00,2021/01/27 00:00:00+00,,,316 116th Ave NE,Bellevue,98114,WA,US,47.612704,-122.185139,,,888-758-4389,,USCPIL4806421,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.185139999956,47.6127059997249,885,KGIP BELL SOUTH STATION 4,181037,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:28:41+00,2021/01/27 00:00:00+00,,,316 116th Ave NE,Bellevue,98114,WA,US,47.612706,-122.18514,,,888-758-4389,,USCPIL4803011,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.18504899972,47.6133549999969,886,KGIP BELL SOUTH STATION 3,181038,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:28:41+00,2021/01/27 00:00:00+00,,,316 116th Ave NE,Bellevue,98114,WA,US,47.613355,-122.185049,,,888-758-4389,,USCPIL4802101,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.303923000182,47.5368099998181,887,KING COUNTY DES KC AIRPORT 1,181042,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:29:58+00,2021/01/27 00:00:00+00,,,7259 King County Airport Access Rd,Seattle,98108,WA,US,47.53681,-122.303923,,,888-758-4389,,USCPIL5384031,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.393365000222,47.5232319998841,888,KING COUNTY DES KC FAUNTLEROY1,181052,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:30:48+00,2021/01/27 00:00:00+00,,,4829 SW Barton St,Seattle,98136,WA,US,47.523232,-122.393365,,,888-758-4389,,USCPIL5421061,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.240988999585,47.460054999946,889,KING COUNTY DES TUKWILA 1,181110,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:30:53+00,2021/01/27 00:00:00+00,,,7301 Longacres Way,Tukwila,98188,WA,US,47.460055,-122.240989,,,888-758-4389,,USCPIL5422171,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.196570999963,47.6434740001202,890,KING COUNTY DES SK P&R 5,181119,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:30:57+00,2021/01/27 00:00:00+00,,,10610 NE 38th PL,Kirkland,98033,WA,US,47.643474,-122.196571,,,888-758-4389,,USCPIL5425111,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195910999639,47.6435790000077,891,KING COUNTY DES SK P&R 2,181120,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:30:57+00,2021/01/27 00:00:00+00,,,10610 NE 38th PL,Kirkland,98033,WA,US,47.643579,-122.195911,,,888-758-4389,,USCPIL5424221,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195908999989,47.6435850002716,892,KING COUNTY DES SK P&R 3,181121,ELEC,,24 hours daily,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:30:56+00,2021/01/27 00:00:00+00,2022/09/09 00:00:00+00,,10610 NE 38th PL,Kirkland,98033,WA,US,47.643585,-122.195909,,,888-758-4389,,USCPIL5424211,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
